Gene Symbol	1A	2A	3A	8A	9A	10A-avg	11A	13A	14A-avg	16A-avg	17A
FNDC3A	10.61308366	11.28651005	11.1069093	12.73948797	10.38154547	10.84918699	7.100169861	11.8271344	12.48788602	12.69576369	12.66110308
FNDC3A	10.46558192	10.49847299	11.68650108	9.158837999	9.68070026	10.03642154	11.87614304	9.175290664	10.62826429	9.919230878	9.549363634
FNDC3A	10.58634369	11.12655928	10.79999512	12.65365318	10.20603808	10.65956278	8.346119692	11.66998867	12.31613495	12.46520063	12.5722403
FNDC4	9.425030513	7.211857588	10.3704258	7.715048196	7.272157798	8.953002963	7.485453063	8.725034315	7.218056165	8.33353646	7.495939433
FNDC8	7.205931448	7.24415332	7.166396754	7.610638213	7.382104546	7.245522982	7.800996736	7.262479328	7.304892853	7.213683233	7.674485749
FNTA	11.52385154	11.98919265	12.25442521	11.79859213	10.60197937	11.17623034	11.74330268	11.79394022	11.68982286	12.13326225	12.01428903
FNTA	9.311573626	11.05685455	11.54443543	7.271981578	10.7108161	9.818477359	6.98933011	11.02702713	9.327567389	9.844672965	7.518112853
FNTA	7.829497675	7.763520694	7.819125605	10.49830742	7.77657469	7.821895605	8.464360691	8.309933605	8.777599074	8.838302687	10.19641086
FNTB	13.72934519	13.05410727	12.87917817	13.81059798	14.30414461	14.24825627	13.5060283	13.8668952	13.51326443	14.255075	14.0371677
FOLH1	7.676518192	7.110061642	7.443629106	8.084213914	7.186114891	7.399010506	7.234222274	7.139858844	7.169807509	7.397173465	7.329548703
FOLH1	8.835691877	7.522635644	9.033049319	9.264145601	7.714337686	7.925205279	9.043115938	7.801616966	8.968825177	8.391952317	8.851393081
FOLH1B	7.219630973	7.334673118	7.279425976	7.484727983	7.273651526	7.277594695	7.528398675	7.237905808	7.339315391	7.236455126	7.391719034
FOLR1	12.98837716	7.179524853	12.72590577	13.83580026	10.98962941	7.927992538	7.240091794	7.225669616	8.880048325	8.481349389	10.42081621
FOLR1	7.179853423	7.290757504	7.28443469	7.521370446	7.377959112	7.32714687	7.78861955	7.502460843	7.388969018	7.367323564	7.406529267
FOLR1	7.637188656	7.89802854	7.73515751	8.67741255	7.903679508	7.795071379	9.501836505	8.173254703	8.433056995	8.030659721	8.699529253
FOLR1	9.119747464	7.561151947	9.63854326	9.387146332	9.087715192	7.372063515	8.882270932	7.620389596	7.792987934	7.502531255	7.94487492
FOLR2	9.890764799	9.26536825	8.355031099	10.11467291	8.116587013	9.730980169	11.26397671	10.50402762	9.691445641	9.184965897	10.18104548
FOLR3	7.625902814	7.627764091	7.926497915	7.043723204	7.324161336	7.57606271	8.825605221	9.156848154	7.524751474	7.323125332	7.260522518
FOS	13.43273226	13.59593374	12.99450133	14.38912147	13.533539	13.50086544	14.50338098	14.00017541	13.89559623	14.33384475	14.83294146
FOSB	13.78883771	15.10476472	14.15740887	13.3608085	15.29198612	14.85289488	13.67741231	14.54901387	14.15760529	14.19289364	13.63065611
FOSL1	8.935896024	10.87077714	11.55522665	9.445899419	10.26697155	10.75309743	12.05344304	10.05933978	9.91720669	9.20045943	8.746296391
FOSL2	9.494035982	10.65270146	10.70510596	10.13114919	11.09405364	10.68129412	10.48952903	11.72431332	10.53094328	10.17651963	9.711816388
FOXA1	8.793111617	14.2500595	12.64602044	15.00369621	14.66297346	14.57701473	13.53680123	14.31645395	14.73313597	15.04595521	14.68086953
FOXA2	9.226670717	7.193638398	11.0899256	7.484727983	7.084727497	7.570217582	7.383644044	7.150179607	7.181272536	7.104068361	7.319868021
FOXA2	7.10935354	7.121962933	7.171756728	7.271981578	7.187537115	7.091008001	7.169468758	7.083279724	7.151561958	7.107686099	7.083389768
FOXA2	7.023256124	7.247923828	7.15690017	7.16103816	7.23218237	7.152664829	7.138576694	7.183062008	7.268347467	7.135664243	7.188214932
FOXB1	7.1416945	7.263471279	7.21681287	7.825632191	7.224922457	7.231398279	7.513426143	7.274683436	7.138463498	7.278294292	7.315585241
FOXC1	15.92794643	14.1353155	15.75687091	12.32022205	12.64602044	12.68662631	11.46911427	11.51837882	11.62539309	12.71720243	10.72837699
FOXC2	9.096898715	8.712064782	7.940304853	10.03259893	8.866354732	8.457526737	9.858451589	8.401607942	8.778640628	8.706786182	9.187904834
FOXD1	7.216177995	8.076444352	7.385475559	7.264701764	7.197697435	7.405674006	7.190307679	6.980336013	7.121078372	7.041231633	7.188214932
FOXD2	7.685437471	9.137358439	7.6375771	7.064703102	10.64636493	8.473938554	8.006179855	9.535772198	7.575242628	8.112286964	7.83845712
FOXD3	7.561796145	7.617662494	7.694384567	7.351895786	8.35453023	7.480132733	9.126273174	7.757438555	7.750294061	7.479143186	8.065259541
FOXD4	11.7901245	10.33327179	10.63028763	10.80980053	8.28253821	9.779814873	9.74675346	9.156060243	9.04177991	10.02921759	11.72503672
FOXE1	10.0389061	8.412317548	7.130126309	7.187770456	8.346293694	7.547506299	7.737841327	7.28457514	7.808376258	7.639080274	7.859624458
FOXE3	7.669111755	7.579015492	7.547855106	7.361418907	7.578800961	7.620480627	8.858359608	7.801616966	7.706529965	7.516453729	7.80383779
FOXE3	7.149539685	7.227731768	7.271883241	7.38152815	7.515193075	7.227816762	7.68037207	7.360324857	7.646494834	7.178308275	7.579214731
FOXF1	7.326663195	7.370020188	7.238560915	7.59491905	7.437938703	7.291643656	7.672733087	7.537363834	7.332532869	7.316872838	7.287321986
FOXF2	8.087767948	7.977375655	7.941892676	9.00994264	8.286382802	7.861322082	9.796282191	8.330588569	8.483357312	8.306623182	8.921950902
FOXG1	7.014835707	7.156826273	7.205388607	7.447523737	7.284088589	7.152632108	7.265511656	7.242172914	7.325025139	7.267910797	7.035071785
FOXH1	8.436373178	8.250609349	8.411711177	7.06121554	8.378987827	8.337180338	8.12420015	8.486925741	7.807680313	7.91694826	7.436826078
FOXI1	8.080463903	7.502915818	10.53598535	8.783829187	10.56246882	8.156818245	8.930240029	7.68515717	8.666067558	8.641450712	9.674599428
FOXI1	7.218467456	7.093563334	7.346742341	7.198633861	7.418528013	7.104095543	7.154473316	7.158156708	7.231312812	7.2626629	7.573038553
FOXJ1	7.554801368	7.711442509	7.47110874	9.070894476	8.161996138	8.155605911	9.29401886	9.857042797	9.71222878	8.389829074	9.887751494
FOXJ2	14.17847785	13.55194975	14.23156042	13.54392407	13.09965677	13.01470364	11.45917801	12.7223202	12.37481917	13.32104473	13.1269982
FOXJ3	14.74893751	13.37080367	13.85831688	15.16662822	14.69683573	14.30928024	14.86708761	14.83891964	14.57247677	14.94471872	15.0964903
FOXK2	10.04064452	9.2389553	10.21084777	7.645420747	8.436646083	8.629996416	8.712230846	8.440687291	9.041470253	8.583707704	10.03275125
FOXK2	7.168440854	7.162973177	7.142920697	7.991451532	7.164448389	7.189181683	7.580063167	7.371382299	7.22230382	7.291863787	7.38152815
FOXL1	7.481686507	7.52552348	7.521031767	7.497441153	7.679131301	7.525189489	8.825605221	7.932274163	7.946345139	7.639045429	8.340640162
FOXL2	6.976443689	7.148479756	7.151609863	7.402635017	7.112794181	6.990866315	7.27335775	7.040679625	7.086895182	7.069421085	7.118926439
FOXL2	6.997192329	7.158156708	7.096727663	7.139777306	7.174052176	7.012535847	7.17060865	7.056867148	7.054250773	7.09547144	7.015739083
FOXM1	12.1234369	10.45043625	11.96896065	12.12104173	9.265226007	9.646912304	7.380711364	7.174022905	8.873444173	11.02104744	11.75255391
FOXM1	8.589796314	8.268021863	8.700296545	7.301904089	8.059282513	7.186410796	6.954355672	7.947845392	7.429371002	7.770556054	7.134409201
FOXN1	7.565636905	7.791403996	8.069428068	8.538606539	7.813040899	7.700592687	9.470214665	8.515584173	8.03304806	7.863698459	8.117514328
FOXN2	13.82953293	13.63635328	14.03460827	12.79415486	13.68218349	13.77159122	14.03551163	14.26702616	13.95139853	13.45917855	13.19237146
FOXN3	12.15252374	11.17023647	11.31015007	10.71478862	11.54518246	11.65607823	11.72793405	12.21980151	10.87025165	11.2116265	10.30073874
FOXO1	11.66064802	10.96772712	10.62909864	11.79974136	10.14005453	10.52927656	9.300701463	11.44003406	9.787057399	12.38799192	11.75186866
FOXO3	14.95662893	13.85684776	14.79273545	14.47474581	14.6794106	14.80026218	14.74893751	14.65389585	14.51116049	14.54882711	14.64800302
FOXO3	8.034642057	7.184030718	6.985995532	7.097305788	7.030148334	7.013413897	7.087402685	7.083923056	7.117059374	7.418787689	6.936731222
FOXO4	10.83888501	10.5483323	10.76616079	13.22115149	10.56277794	10.80549662	11.47257953	11.28765425	12.23603622	11.26119286	12.85820046
FOXP3	7.232066902	7.36203675	7.264128882	7.058270378	7.091459007	7.245063667	7.642192232	7.31181145	7.587769474	7.254940023	7.453309182
FOXRED2	12.46637634	12.51372351	12.50437592	11.17465625	11.76513462	12.2644915	11.42729753	10.9892534	11.63496394	11.26990843	10.55309703
FPGS	6.995921904	8.072294515	6.983368955	6.98933011	6.977466036	8.116152376	7.164587347	7.008830135	7.626484653	7.182531236	7.044415075
FPGS	7.93363838	9.423042921	8.406422515	9.051348196	8.372100399	7.959707317	8.756127973	7.489053795	8.030948822	7.945520219	8.237800881
FPGS	7.916054929	7.656080777	7.628501063	8.419583159	7.799113573	7.587754577	9.441830925	8.095861393	8.158457706	7.585551334	8.320506244
FPGT	10.63906456	9.070509805	9.415863826	11.39351783	10.54451079	10.2597342	11.62031662	10.69891927	11.72583489	10.92381245	11.59524807
FPR1	7.901491754	8.723803336	8.511133138	8.58201298	8.94931428	7.913657877	11.01997892	8.842254391	8.241691001	9.365679436	8.451966505
FPR2	7.217814503	7.305918014	7.234499297	7.660959074	7.272864026	7.242915578	7.761797494	7.345370828	7.341095472	7.368493551	7.505779143
FPR2	7.211650585	7.214334267	7.466242738	7.903991194	7.263534605	7.240507425	7.612933935	7.323830806	7.207769704	7.245557198	7.566582515
FPR3	9.474825255	10.36710197	10.5483323	8.803797472	9.863100373	9.675056598	7.850214081	11.24242019	9.136764271	10.0523155	9.552066682
FRAS1	9.201297492	12.5341753	11.36878748	10.49830742	7.11381255	10.48575046	11.21000309	7.25018127	7.316766834	8.245649027	7.474351371
FRAT1	7.957002963	7.698941853	7.681277993	7.806331705	8.394429573	7.989595085	7.77034064	7.322878061	7.78997711	8.121072936	8.141244683
FRAT1	8.748295942	9.717190172	7.183271235	9.943096727	10.57301474	9.357343992	11.50164793	10.24277223	7.965066189	9.112099606	7.748300019
FRAT2	13.38062072	13.54921176	13.79849868	11.76045221	13.65146443	13.75635175	13.94167642	13.9663171	13.10566767	13.04064194	12.07043966
FRG1	13.38606608	13.42391618	13.60802552	13.34884787	13.36381569	13.55539901	13.88382313	13.72857139	13.97426832	13.32887296	13.7240676
FRK	12.15967881	12.29100043	12.25952215	12.21891754	12.82914463	13.06912092	11.42384307	12.43046196	13.54472067	11.92220842	12.18639133
FRMD1	7.800538487	7.103355545	7.139673645	7.258696693	7.125522294	7.680189741	7.21448585	7.175275161	7.228777496	7.039958824	7.188214932
FRMD4A	11.53676492	9.861842832	10.05030488	11.01203889	11.23658456	10.0274377	10.33926803	11.29362173	10.28637444	10.8789875	10.41302303
FRMD8	10.47221231	10.16282464	10.64636493	10.73768671	10.01238722	10.45111897	11.96230426	10.27056262	10.37034013	10.67662185	11.21725067
FRMPD1	7.990830446	8.201632979	8.193784826	9.867879518	8.356166526	8.083690176	8.413732719	8.77682427	8.148660274	8.607173471	8.026131389
FRMPD4	7.71163112	7.766825118	7.705403897	9.740817334	7.817505133	7.765364387	9.282086068	8.087889601	8.608880019	8.133237132	9.011512407
FRS2	10.08647254	11.29663733	9.978752777	10.26625561	11.03409417	10.70315471	7.418579732	10.1717978	10.35258703	10.49431367	10.72837699
FRS2	9.826604372	9.527732616	8.693315288	9.199250484	10.06779155	9.606839731	7.032385039	9.610270612	10.18325087	9.667104495	10.66169137
FRS2	9.15591945	10.11709375	9.714702157	8.724693705	10.59470193	10.01126573	11.05925458	10.09721978	10.66659898	8.943861421	9.406303597
FRS3	12.5722403	12.28211617	12.75529368	12.99973843	13.00912584	12.22817441	12.42614041	11.47671089	12.5106904	12.68649605	11.84804828
FRY	8.325244299	9.939996719	7.934940572	9.216589264	9.524244794	8.269122536	9.045958366	8.973998914	9.613872009	8.94316083	8.54911717
FRYL	13.36444109	13.91081881	13.35531141	12.62874542	13.73896553	13.33503384	14.17568195	13.45880737	13.77736444	13.36637416	13.1358426
FRYL	11.93852495	12.49336137	12.20598551	7.84275578	12.28612802	12.03569784	11.98157375	11.90588883	11.61856758	10.82216445	9.719232769
FRZB	11.29591071	11.32365414	9.345526159	11.60534495	12.69529101	11.81011396	12.88072695	12.50909069	11.74372556	11.57284291	11.60462626
FSCN1	14.17130055	13.63351845	14.15567671	14.17805564	13.74087364	13.5003139	13.24900827	13.44673967	13.36233065	13.57139425	13.02829053
FSCN2	7.771716569	12.13868265	10.34647128	6.911331722	11.91970172	11.38229208	11.24136835	11.56180467	10.85332652	8.755751627	9.175881844
FSCN2	7.533615781	8.698787826	8.078610943	7.18200948	9.20055324	7.777165486	7.418579732	7.356359925	8.913072834	7.819253885	8.979772512
FSCN3	7.305918014	7.356494864	8.532858327	7.695151356	7.571285774	7.748682794	8.138266074	7.660363884	8.09294098	7.611572934	8.386914942
FSD1	7.308428848	7.658275781	7.264985023	7.125298724	7.210302605	7.233160113	7.400423561	7.20980038	7.24220184	7.16037518	7.184657356
FSD1	10.90598288	8.785768295	8.10486262	8.060789351	7.395715958	7.488340551	8.082806791	7.599028895	7.557705753	7.608136864	8.04505125
FSD1	8.911107408	7.367910368	7.432044954	7.862136752	7.537363834	7.371964498	8.666106437	7.620389596	7.590614466	7.358974686	7.315585241
FSHB	7.138275497	7.30856978	7.257727193	7.5369311	7.354531734	7.256829801	7.672733087	7.477136413	7.574083039	7.267319625	7.184657356
FSHB	6.992249743	7.090494015	7.126977275	7.565762322	7.112794181	7.073277792	7.210762422	7.036726041	7.105604962	7.110974739	7.074779368
FSHR	6.947137514	7.076319628	7.116657804	7.271981578	7.032668668	7.068554286	7.207596188	7.101184297	7.119162787	7.061442526	7.095292278
FSHR	7.013056946	6.958847489	6.942490072	7.301904089	6.939835556	7.095205775	7.18357259	6.976593692	6.969093096	7.117341483	7.069066526
FST	10.07812675	10.78175138	10.99029968	11.88816595	12.42450161	11.60340321	10.53659027	11.27615236	10.70772222	12.31384949	11.39918287
FST	7.811124942	8.778455152	9.437376319	11.40349021	9.705474395	10.14542268	10.5559079	9.433987233	9.325385198	10.1247163	9.387673465
FSTL1	11.47075122	9.823983575	11.73856319	13.12253454	10.34723559	10.62364685	8.138266074	10.38338795	9.606574293	12.0241637	10.92080183
FSTL3	8.406852535	8.125058258	7.62232885	7.677271597	7.780176038	8.147949489	8.745063142	8.095227357	8.498036973	8.321845582	9.080931926
FSTL4	9.532836675	8.581880189	8.379417901	7.309618608	6.956976266	7.069064006	7.048442748	7.142428795	7.087246157	7.124303899	7.184657356
FTCD	9.342978056	10.8967374	12.35115974	8.373790828	10.15819162	9.72565367	7.136802858	8.749228531	10.06551853	9.152908013	7.128160507
FTCD	10.04683506	7.324288248	10.45158387	7.317103204	9.960408639	9.438373382	8.597498065	9.819044757	9.805160976	8.606617553	8.295509148
FTL	14.50338098	14.50984947	14.86423881	12.99038262	14.20698307	14.6241162	13.89116679	14.13163294	13.40813443	14.00364745	13.55604044
FTO	9.264635091	9.859915297	8.912939007	7.883929013	7.994657032	8.849050018	7.33055372	8.698250505	8.236930639	8.901145502	7.253245164
FTSJ1	8.094614772	8.382126059	7.852879132	7.279465724	8.178950546	7.230809023	7.303898329	8.13705289	7.216148702	7.339305813	7.112003856
FTSJ1	9.788020311	8.99124037	9.04961854	10.23421171	10.06620923	10.00952981	10.12729184	10.05872306	9.765839898	10.5246609	10.25502288
FTSJ2	10.42910631	9.807664462	10.28294963	11.50675484	9.827702022	10.25748518	10.96872356	10.1945704	11.01450494	10.38531535	11.79638046
FTSJ3	7.927492975	7.728747102	7.71714687	8.559645	7.784992516	7.902048773	8.930240029	7.943073668	8.040300768	8.031354005	8.560964925
FTSJD2	7.248064592	7.632807971	7.265787898	7.209823636	7.285180885	7.353887752	7.538725528	7.473823035	7.513103767	7.422197671	7.764253209
FUBP1	11.73074042	10.74643362	11.83333533	12.11626203	10.30855764	10.82651424	10.99951236	10.55257982	11.45595193	11.329007	11.93197133
FUBP3	10.03958899	11.48638437	10.65975171	7.806331705	9.971081377	10.49445044	7.23824312	7.159266546	7.420638581	10.25472203	8.972322568
FUCA1	10.85486607	9.881471608	9.954298474	12.85907983	11.17867554	10.78020587	7.723275197	11.7636504	11.85098367	11.70969056	12.68923655
FURIN	12.736281	13.6750358	12.8952883	11.59025872	12.70047852	12.76071397	12.72697915	11.76513462	12.21092519	11.57909602	11.49890202
FUS	11.58060951	10.8361121	11.12686513	11.91849255	11.85990894	11.35841863	11.44344605	11.3881817	11.93446248	11.10472942	11.82973717
FUT1	7.336080415	7.6100896	7.5002527	7.222227888	7.67126957	7.515122717	8.655540948	7.542205674	7.852664407	7.652980885	7.783863004
FUT2	7.011736622	7.066851849	7.072384758	7.246187561	7.140321544	7.317338851	7.247037151	7.159266546	7.234435512	7.219638026	7.144043673
FUT3	8.466560881	7.727958841	9.652783302	9.792908042	9.326883526	10.52429766	9.269568048	8.380575919	8.645112759	8.742988141	9.361751103
FUT4	9.06212394	8.794889501	7.905149979	8.515733006	9.701875005	8.562470305	11.09725355	10.47373843	9.39244124	9.390066038	8.608550618
FUT5	8.182611509	7.91832688	7.709166315	7.806331705	7.985539487	7.822034304	9.811460626	8.281730166	8.034918426	7.669338738	8.223137654
FUT6	7.077323955	7.225951756	7.210617137	7.198633861	7.280707709	7.778245851	7.589639437	7.316282874	8.592032527	7.113947531	10.12088379
FUT6	7.299775287	7.394900134	7.292746095	7.271981578	7.209551414	7.37754854	7.645554279	7.518223914	7.461515431	7.333269828	7.319868021
FUT7	7.651562614	8.208754097	7.744488731	8.970924825	7.408512721	7.915092369	8.113650399	9.049157136	7.350704648	7.419650158	8.04505125
FUT8	6.936959067	7.061714386	7.085648754	7.317103204	7.049583529	7.345038671	7.279282162	7.102169148	7.22790834	7.174878109	6.988538009
FUT8	10.17905934	9.646717471	10.61551384	13.10783223	11.27015295	11.90576217	7.226368221	11.13480629	11.33269275	12.78363262	12.65730548
FUT9	7.312743133	7.179524853	7.647930339	7.204110158	7.206698475	7.180331003	7.298955023	7.384895684	7.128768507	7.237818935	7.083389768
FUZ	7.78605132	8.059893617	8.135776245	8.538606539	8.369000346	7.946140141	8.579376805	7.897819092	8.447754249	8.087216228	7.699285805
FXC1	12.61428098	12.95930058	12.88799463	12.57341422	12.40327321	12.44540233	9.769915292	11.00328963	11.40944149	12.31273861	12.43529911
FXN	8.081442011	8.466709561	8.457666618	7.610638213	6.992693144	7.410131453	7.17060865	8.541416077	8.530356883	7.526671146	7.140554043
FXN	10.01321248	11.40125886	10.22806215	11.36827692	10.55011352	10.03717732	12.12124352	10.18429493	10.99946887	10.52330915	11.55877774
FXR1	12.81406591	12.79319425	12.32108959	12.65926662	12.51582998	13.07831134	13.56099472	13.56976462	13.14793356	12.95590369	13.12253454
FXR1	8.344296624	9.733509509	8.424513843	8.931973433	9.26144773	8.546601015	8.707683423	9.402798519	8.965504275	8.806757857	8.017233742
FXR1	11.82275933	13.78097846	12.50959494	9.659027892	12.83633183	12.7656533	13.44119059	12.60912752	11.7993394	11.44990555	10.80415599
FXR2	13.32000728	12.93707419	12.49888603	11.90204865	12.75769347	12.90367744	13.79053737	12.99126884	12.41354999	12.97986524	13.09462921
FXYD1	7.307892518	7.381048111	7.302661094	7.342854925	7.494473377	7.34724063	7.795432422	7.528335036	7.490557275	7.36057714	7.579214731
FXYD1	7.656372227	8.315210769	7.556366996	7.552665899	8.128135223	7.713732573	9.206436031	7.996676648	8.249169206	8.129363734	8.277391171
FXYD1	7.537592055	7.566721652	7.680457067	7.447523737	8.162948564	7.732735195	8.032175245	7.64571916	8.102970032	7.639272266	7.639790606
FXYD2	7.848780218	7.222476143	7.169729212	7.695151356	8.905680684	7.201750525	7.275434736	7.264299606	7.278629381	7.233180124	7.287321986
FXYD2	8.473981657	8.090190557	8.499564146	10.51638721	8.580816932	8.626366021	9.933602449	9.439731981	9.202157119	8.73911276	10.0670915
FXYD2	7.865927899	7.411367711	7.358469281	7.279465724	7.511629706	7.359388597	7.775622017	7.428713397	7.422961429	7.408729416	7.212259859
FXYD2	7.629165286	7.436066818	7.816602384	7.317103204	8.0230292	7.979150295	8.526414873	8.846473659	7.912502402	7.604831441	7.596178493
FXYD3	8.184360309	10.01134791	9.143195847	10.13885957	10.82423276	11.15984647	7.30132498	8.996543401	10.99147119	10.23851072	11.16616106
FXYD3	8.435091296	10.70743525	10.02279777	8.419583159	11.54401539	11.56745929	10.77992293	9.73817149	11.15850541	10.69251692	10.09828888
FXYD3	12.1138683	13.22115149	13.33045175	12.59765967	13.51000808	13.55596293	13.46452154	12.61920566	13.02581338	12.19610252	12.0795999
FXYD5	13.70957429	12.91361266	13.84933951	13.32439099	13.5866288	13.19355405	13.45213496	13.42635742	12.8256483	13.4455886	13.79918846
FXYD5	8.899253114	7.791036953	8.866693845	9.83589422	8.902039806	7.732528106	9.696932744	8.970185784	8.350817601	7.879381827	8.358447249
FXYD5	14.16029294	13.81993455	14.5318494	14.30026323	14.42124077	14.08977265	14.06190638	14.14227057	13.84420578	14.18400905	14.17473424
FXYD6	12.39507023	11.2644457	12.60767752	10.95112384	11.48990363	11.55942775	10.69354844	11.59677158	11.40728491	11.49187048	10.29384506
FXYD7	8.402253861	9.126080377	9.907685537	7.695151356	10.88001017	8.994354598	8.184225743	7.624561451	7.622400986	7.577796657	7.601906386
FYB	9.4241645	9.402521321	9.960550244	10.9621115	9.899834366	9.854359012	7.164587347	9.460735329	9.332920148	10.53135212	9.085738431
FYB	7.348351647	7.568262385	7.369534648	7.055107107	7.652298487	7.446604027	8.006179855	7.399587674	7.579285904	7.440442071	7.674485749
FYCO1	7.571038607	7.595665504	7.748300019	9.00994264	7.684552032	7.644434655	9.09010246	8.513278268	8.080795525	8.008500998	8.302712996
FYN	12.81169046	12.44380455	12.80925904	12.03838394	12.69008991	12.39902124	12.21930852	12.58413602	11.73840396	12.11307658	12.12374405
FYN	11.04296559	10.68397277	11.28304494	10.57615356	10.84672688	10.7148619	9.930394595	10.77092202	10.10002069	9.579103035	11.5019885
FYN	10.85309597	9.384318881	9.482740342	7.222227888	9.623494544	9.861509179	7.609771545	10.47016866	7.436197267	9.578367152	9.307472878
FYN	12.32774661	11.69304842	12.69623338	10.11467291	11.99938079	11.75190123	11.35649383	11.05971944	10.88484711	11.18971349	11.21527775
FZD1	11.88382519	12.13276109	12.59077298	10.16683778	10.61694865	10.72070804	11.81037319	10.07718427	11.03468743	11.29184822	9.443154309
FZD10	7.656372227	7.714979769	7.831097893	7.1454024	7.881291406	7.784990903	9.699881895	8.064671275	8.268773592	7.742837183	8.026131389
FZD2	9.800753466	10.58253967	9.627473636	7.402635017	7.035505698	7.993051059	10.61308366	10.86851058	8.394180946	8.068157337	7.263407952
FZD3	13.50865309	12.59037069	13.82058149	12.79152969	12.36339989	11.65431203	13.92273143	13.43341211	13.64618209	12.42647993	13.17460022
FZD4	11.18179771	10.70859795	10.91820501	12.27994324	11.34048487	12.26674087	11.81364335	11.94208829	10.96175212	12.39387797	10.71392763
FZD5	7.310341579	8.069751912	7.123065545	8.67741255	7.229813658	7.116484642	7.438450507	7.310890497	7.210884521	7.250692967	7.257154144
FZD6	11.59465912	9.614072621	9.851770969	12.02081417	8.216789598	10.60275428	7.043853416	9.620250492	11.23817602	10.71259419	12.18111066
FZD7	10.92509546	11.19443209	9.815884329	8.845230581	9.121905451	9.242557456	9.729720365	9.125795537	9.91703176	8.636025569	9.674599428
FZD8	11.20705008	10.27185492	13.87283289	11.95296227	11.49434156	10.36766653	7.318047756	11.90010962	10.85980292	10.98923103	9.674599428
FZD9	13.12415331	10.85114536	13.32000728	9.199250484	11.29017505	11.49516598	10.90948088	11.26688946	11.9818655	9.715244564	9.636697174
FZR1	8.939017931	8.882989458	8.469124793	7.579746045	9.219753829	8.945544732	10.00986553	8.356620605	8.93728784	8.403703461	8.795721894
G0S2	7.941512975	7.479580047	8.327964404	7.991451532	9.490667096	9.458716321	10.17201914	9.99727423	7.962785589	7.960092201	7.674485749
G3BP1	10.54888747	8.963057998	10.43030572	12.68760121	10.42549864	11.75892655	10.18465628	11.88519887	12.53736719	11.2950133	11.61221759
G3BP1	9.384640562	8.946438116	10.03991226	7.351895786	7.290213951	8.769334592	7.395151316	8.950077755	7.743841884	8.177407351	7.372167146
G3BP2	9.06317708	10.24125319	8.928868698	10.66241796	9.33194455	8.908787874	11.25041923	10.10741921	10.13848642	9.138641393	10.31051038
G3BP2	9.981570519	9.94771103	10.61275702	11.04702837	9.138175302	9.816813346	8.898815329	9.151301074	9.904501079	10.26901279	10.08341649
G6PC	7.289557087	7.187690376	7.209673158	7.279465724	7.166466958	7.14791624	7.283640395	7.211740587	7.249365476	7.233556209	7.474351371
G6PC2	7.023256124	7.105049788	7.084908053	7.093201918	7.003910001	7.495081689	7.140249791	7.120339798	7.096626204	7.157990879	7.140554043
G6PC2	7.185697593	7.157468585	7.230103512	7.59491905	7.328934747	7.203945412	7.551389437	7.315137491	7.139435764	7.189594755	7.333546011
G6PC2	7.662303114	8.833752675	7.605718892	9.696028434	7.810657982	7.666222802	9.246962884	7.883100078	8.231485663	7.879355677	8.688333528
G6PC3	12.91677748	14.32780206	13.80703897	11.7569835	13.02244109	14.04447666	12.79510556	12.9711417	12.65849029	12.86373764	12.35944735
G6PD	12.43138668	12.18194237	10.71558109	11.97562267	11.32512981	13.15602382	10.15850753	10.78508215	10.88645364	11.76488034	13.50204822
G6PD	7.545416233	8.655653448	7.412424752	7.342854925	7.140321544	7.378576141	7.366783517	7.13746293	7.784638772	7.314934866	7.198834935
G6PD	10.76437693	13.74800148	12.8503324	8.607718772	13.01728899	13.48390396	7.65192139	11.78723587	11.05952492	10.87616198	9.639076879
GAA	13.35832104	12.78594733	12.60912752	13.22172988	12.86191831	13.4041498	12.23390233	12.32948215	12.7120883	13.25205211	13.90710626
GAA	9.584294605	10.32480378	11.23296093	7.271981578	8.63757627	9.764846458	8.398234206	8.909646479	7.981855548	8.900354983	8.931486033
GAB1	10.34408598	9.914575742	10.17995386	8.014828279	10.58218744	9.980222684	7.22456903	10.18622934	8.899055827	10.32641182	7.748300019
GAB1	8.906778672	8.250021098	8.365644262	10.70120725	8.681411965	9.00195714	8.371787446	8.480393752	8.632081265	9.017978858	8.54911717
GAB1	10.93640786	10.81299821	10.63947968	9.370608276	10.50859112	10.20700325	9.14175633	9.717885371	10.03247969	10.02329035	9.355209507
GAB2	9.670426311	8.593901684	9.869316593	9.954298474	8.974527942	9.284813665	7.795432422	9.410741104	10.65686833	9.822316049	10.91820501
GAB2	8.382126059	8.460765169	9.304562879	7.84275578	9.020032113	8.305081538	10.19317408	9.000421985	9.623913385	8.032570436	8.54911717
GAB2	8.562412377	7.820010412	9.405484365	8.515733006	9.495542514	9.576432035	10.68966655	10.04350568	11.3824173	8.681229805	8.998443188
GABARAP	8.324333162	8.412942236	8.857874602	7.947393176	8.5129532	8.595894431	9.811460626	9.014271029	9.275277441	8.784793978	9.384775476
GABARAPL1	12.36201509	11.00955789	11.55684379	12.15681144	9.583705693	11.9572353	8.833331673	10.48914227	11.55242645	12.1724205	12.81524822
GABARAPL2	10.12048708	9.757395907	9.492901418	12.37531999	9.764578643	10.47264907	9.780096612	11.00996006	10.51020947	10.77990397	11.90497389
GABBR1	9.453133384	10.66531733	11.2642112	7.768309317	10.15155438	9.456255988	8.864574898	9.557137343	9.969146071	8.307735858	8.560964925
